timestamp,sample_count,acc_mag,gyro_mag,is_walking,step_detected,step_count,speed_ms,distance,x,y,yaw
1788520476362.0,440,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476456.0,445,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476549.0,450,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476645.0,455,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476737.0,460,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476830.0,465,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520476925.0,470,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477018.0,475,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477112.0,480,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477206.0,485,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477298.0,490,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477392.0,495,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477487.0,500,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477579.0,505,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477673.0,510,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477767.0,515,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477861.0,520,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520477955.0,525,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478048.0,530,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478143.0,535,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478236.0,540,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478330.0,545,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478424.0,550,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478517.0,555,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478615.0,560,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478704.0,565,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478797.0,570,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478891.0,575,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520478986.0,580,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479079.0,585,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479172.0,590,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479266.0,595,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479359.0,600,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479453.0,605,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479546.0,610,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479646.0,615,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479734.0,620,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479829.0,625,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520479922.0,630,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480015.0,635,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480111.0,640,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480202.0,645,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480296.0,650,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480396.0,655,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480484.0,660,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480577.0,665,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480671.0,670,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480765.0,675,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480857.0,680,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520480951.0,685,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481045.0,690,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481139.0,695,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481233.0,700,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481329.0,705,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481420.0,710,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481514.0,715,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481614.0,720,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481701.0,725,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481794.0,730,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481889.0,735,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520481982.0,740,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482079.0,745,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482169.0,750,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482263.0,755,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482356.0,760,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482450.0,765,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482543.0,770,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482637.0,775,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482731.0,780,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482828.0,785,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520482919.0,790,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483012.0,795,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483114.0,800,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483200.0,805,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483294.0,810,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483387.0,815,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483481.0,820,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483575.0,825,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483668.0,830,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483762.0,835,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483855.0,840,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520483950.0,845,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484047.0,850,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484136.0,855,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484230.0,860,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484330.0,865,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484419.0,870,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484511.0,875,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484605.0,880,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484698.0,885,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484792.0,890,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484886.0,895,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520484979.0,900,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485076.0,905,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485167.0,910,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485260.0,915,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485354.0,920,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485448.0,925,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485543.0,930,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485635.0,935,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485728.0,940,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485822.0,945,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520485916.0,950,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486012.0,955,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486103.0,960,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486197.0,965,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486295.0,970,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486384.0,975,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486478.0,980,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486572.0,985,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486666.0,990,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486765.0,995,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486853.0,1000,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520486947.0,1005,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487040.0,1010,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487134.0,1015,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487228.0,1020,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487323.0,1025,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487415.0,1030,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487510.0,1035,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487603.0,1040,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487696.0,1045,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487790.0,1050,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487883.0,1055,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520487978.0,1060,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488071.0,1065,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488164.0,1070,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488258.0,1075,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488353.0,1080,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488444.0,1085,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488539.0,1090,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488632.0,1095,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488729.0,1100,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488820.0,1105,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520488914.0,1110,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489013.0,1115,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489100.0,1120,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489197.0,1125,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489288.0,1130,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489382.0,1135,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489476.0,1140,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489569.0,1145,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489663.0,1150,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489762.0,1155,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489850.0,1160,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520489944.0,1165,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490038.0,1170,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490131.0,1175,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490226.0,1180,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490318.0,1185,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490411.0,1190,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490511.0,1195,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490600.0,1200,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490695.0,1205,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490787.0,1210,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490881.0,1215,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520490979.0,1220,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491068.0,1225,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491161.0,1230,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491255.0,1235,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491349.0,1240,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491442.0,1245,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491536.0,1250,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491630.0,1255,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491723.0,1260,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491816.0,1265,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520491913.0,1270,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492004.0,1275,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492098.0,1280,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492192.0,1285,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492285.0,1290,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492379.0,1295,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492473.0,1300,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492566.0,1305,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492660.0,1310,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492753.0,1315,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492847.0,1320,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520492945.0,1325,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493034.0,1330,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493128.0,1335,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493221.0,1340,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493315.0,1345,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493414.0,1350,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493502.0,1355,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493596.0,1360,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493698.0,1365,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493783.0,1370,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493878.0,1375,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520493971.0,1380,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494064.0,1385,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494159.0,1390,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494252.0,1395,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494346.0,1400,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494447.0,1405,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494533.0,1410,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494630.0,1415,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494720.0,1420,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494813.0,1425,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520494913.0,1430,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495001.0,1435,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495094.0,1440,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495188.0,1445,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495282.0,1450,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495378.0,1455,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495469.0,1460,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495562.0,1465,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495660.0,1470,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495750.0,1475,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495844.0,1480,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520495938.0,1485,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496031.0,1490,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496125.0,1495,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496218.0,1500,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496312.0,1505,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496406.0,1510,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496499.0,1515,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496593.0,1520,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496687.0,1525,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496781.0,1530,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496878.0,1535,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520496968.0,1540,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520497063.0,1545,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520497155.0,1550,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520497249.0,1555,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520497342.0,1560,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
1788520497437.0,1565,9.8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
